source_name,source_record_id,source_url,retrieved_at,company_name,yc_slug,website_url,source_location,description,one_liner,team_size,industry,subindustry,industries,tags,batch,company_status,stage,regions,is_hiring,nonprofit,top_company,yc_object_id
Y Combinator,28112,https://www.ycombinator.com/companies/persist-ai,2026-07-29T16:08:39Z,Persist AI,persist-ai,http://www.persist-ai.com,"Sacramento, CA, USA","It takes 5 years for pharma to develop long lasting drug injections for chronic diseases like cancer and diabetes. Persist uses AI-driven automation to reduce formulation development time down to 2 years, a ~50% reduction.",Developing long-lasting drug formulations 50% faster,6,Healthcare,Healthcare -> Drug Discovery and Delivery,"[""Healthcare"", ""Drug Discovery and Delivery""]","[""Machine Learning"", ""Robotics"", ""Microfluidics"", ""Nanotechnology"", ""Therapeutics""]",Winter 2023,Active,Growth,"[""United States of America"", ""America / Canada"", ""Remote"", ""Partly Remote""]",False,False,False,28112
Y Combinator,28037,https://www.ycombinator.com/companies/diffuse-bio,2026-07-29T16:08:39Z,Diffuse Bio,diffuse-bio,http://diffuse.bio,"San Francisco, CA, USA","Diffuse is building generative AI for protein design. Our mission is to build AI systems that engineer new and useful proteins with unprecedented control and accuracy. Our team has been behind breakthroughs in AI protein design for the past 7 years, including the first experimental validation of AI-generated proteins and diffusion models for protein structure and sequence. ",Generative AI for protein design,10,Healthcare,Healthcare -> Drug Discovery and Delivery,"[""Healthcare"", ""Drug Discovery and Delivery""]","[""AI-powered Drug Discovery"", ""Deep Learning"", ""Generative AI"", ""Machine Learning"", ""Biotech""]",Winter 2023,Active,Early,"[""United States of America"", ""America / Canada"", ""Remote"", ""Partly Remote""]",True,False,False,28037
Y Combinator,27696,https://www.ycombinator.com/companies/novelcare,2026-07-29T16:08:39Z,Novelcare,novelcare,https://www.novel.care,"New York City, NY, USA; Remote","Novelcare addresses the primary bottleneck in drug development: recruiting patients into clinical trials.

We analyze electronic health records to help doctors find clinical trials for their patients, and to help trial sites find patients for their studies. 72% of doctors want to inform their patients of clinical trials, but only 5% do. We're on a mission to close that gap, ultimately bringing safer, more effective drugs to the patients who need them.",Empowering every doctor and every patient to participate in research,5,Healthcare,Healthcare -> Drug Discovery and Delivery,"[""Healthcare"", ""Drug Discovery and Delivery""]","[""Artificial Intelligence"", ""Health Tech"", ""B2B"", ""Healthcare"", ""Enterprise Software""]",Winter 2023,Active,Early,"[""United States of America"", ""America / Canada"", ""Remote"", ""Fully Remote""]",False,False,False,27696
Y Combinator,27671,https://www.ycombinator.com/companies/miracle,2026-07-29T16:08:39Z,Miracle,miracle,http://www.miracleml.com,"San Francisco, CA, USA","Miracle is the control room for clinical trials. Our platform consolidates data from multiple trial systems into real-time dashboards, delivering automated insights that empower clinical-stage biopharmaceutical companies to streamline operations, reduce manual workflows, and accelerate data-driven decision-making. By transforming complex trial data into actionable insights, Miracle helps biopharma teams speed up clinical trials, and ultimately, improve patient outcomes.","Accelerate clinical trials with real-time, actionable insights",7,Healthcare,Healthcare -> Drug Discovery and Delivery,"[""Healthcare"", ""Drug Discovery and Delivery""]","[""SaaS"", ""B2B"", ""Biotech"", ""Healthcare""]",Winter 2023,Active,Early,"[""United States of America"", ""America / Canada""]",False,False,False,27671
Y Combinator,27263,https://www.ycombinator.com/companies/guardian-bio,2026-07-29T16:08:39Z,Guardian Bio,guardian-bio,http://www.guardian-bio.com,"Boston, MA, USA","Your immune system is your body’s best weapon and defense against cancer. It is only when it is overcome that cancer develops into full blown disease. Dendritic cells sit at the helm of the immune system, directing and dictating immune responses. Data has shown dendritic cells are often dysfunctional in cancer patients, and that this dysfunction is a bottleneck for other therapies. 

Guardian Bio’s approach is focused on creating a dendritic cell-based product which drives anti-tumor activity through activating the killers of the immune system AND training them against multiple cancer targets. We take stem cells from cancer patients, turn them into specific therapeutic dendritic cells specially trained against that patient’s tumor, and re-introduce them back into the body. 

Our therapeutic dendritic cells revitalize the killers of the immune system and give them the kickstart they need to fight - and win - against cancer.",Dendritic cell-based platform for cancer therapy ,2,Healthcare,Healthcare -> Therapeutics,"[""Healthcare"", ""Therapeutics""]","[""Biotech"", ""Healthcare"", ""Therapeutics"", ""Oncology""]",Summer 2022,Active,Early,"[""United States of America"", ""America / Canada""]",False,False,False,27263
Y Combinator,26912,https://www.ycombinator.com/companies/quinn,2026-07-29T16:08:39Z,Quinn,quinn,https://www.quinnbio.com,"San Francisco, CA, USA","Quinn makes the highest-stakes scientific decisions in drug development. Which drugs to bet on, what to develop next, how to get them to patients. In days instead of months.","The AI that delivers pharma R&D decisions in days, not months",4,Healthcare,Healthcare -> Drug Discovery and Delivery,"[""Healthcare"", ""Drug Discovery and Delivery""]","[""Artificial Intelligence"", ""Generative AI"", ""Biotech"", ""Enterprise""]",Summer 2022,Active,Early,"[""United States of America"", ""America / Canada"", ""Remote"", ""Partly Remote""]",True,False,False,26912
Y Combinator,26734,https://www.ycombinator.com/companies/serinus-biosciences,2026-07-29T16:08:39Z,Serinus Biosciences,serinus-biosciences,http://www.serinus.bio,"New York City, NY, USA; New York, NY, USA","Serinus Biosciences is tackling one of the toughest problems in cancer treatment: creating combination therapies to override treatment resistance. We leverage cutting edge technology to design a fully explainable AI platform primed with decades of system biology knowledge. Uniquely powered for biological inference, our AI engine uncovers how cancer cells evolve treatment resistance and identifies molecules to overcome resistance escape routes. We design combinations that are safer, more effective, and can get to patients quickly. Founded by MIT PhDs and supported by a scientific advisory board of top academics from the Broad Institute, Dana-Farber, and UCSD, Serinus is powered by Y Combinator and other top investors to revolutionize precision medicine.",Combinations therapy by rational design,6,Healthcare,Healthcare -> Therapeutics,"[""Healthcare"", ""Therapeutics""]","[""Biotech"", ""Therapeutics"", ""Oncology""]",Summer 2022,Active,Early,"[""United States of America"", ""America / Canada"", ""Remote"", ""Partly Remote""]",False,False,False,26734
Y Combinator,26427,https://www.ycombinator.com/companies/eugit-therapeutics,2026-07-29T16:08:39Z,Eugit Therapeutics,eugit-therapeutics,http://www.eugittx.com,"San Francisco, CA, USA; South San Francisco, CA, USA","Eugit Therapeutics targets the issue of non-specific drugs that cause toxicity and clinical trial failures, affecting millions with tissue-specific inflammatory diseases. TAGHOME delivers drugs with precision to diseased tissues using T cell receptors, enhancing safety and improving efficacy. Our initial focus is on the 3.1 million U.S. individuals with Inflammatory Bowel Disease, aiming to initiate clinical trials within two years.

Cofounded by George Church (Harvard) and funded by Y Combinator (S22).",Enabling Tissue Targeting of Therapies,2,Healthcare,Healthcare -> Therapeutics,"[""Healthcare"", ""Therapeutics""]","[""Cell Therapy"", ""Synthetic Biology"", ""Therapeutics"", ""Oncology"", ""Biotechnology""]",Summer 2022,Active,Early,"[""United States of America"", ""America / Canada""]",False,False,False,26427
Y Combinator,26311,https://www.ycombinator.com/companies/whitelab-genomics,2026-07-29T16:08:39Z,WhiteLab Genomics,whitelab-genomics,https://whitelabgx.com,"Paris, Île-de-France, France; Boston, MA, USA","We have developed an AI platform enabling to accelerate the discovery and the design of genomic therapies such as Cell Therapies, RNA Therapies and DNA Therapies.",Unleashing the potential of DNA and RNA based therapies using AI,40,Healthcare,Healthcare -> Drug Discovery and Delivery,"[""Healthcare"", ""Drug Discovery and Delivery""]","[""Artificial Intelligence"", ""Gene Therapy"", ""Cell Therapy"", ""Genomics""]",Winter 2022,Active,Growth,"[""France"", ""United States of America"", ""Europe"", ""America / Canada"", ""Remote"", ""Partly Remote""]",False,False,False,26311
Y Combinator,26122,https://www.ycombinator.com/companies/origami-therapeutics-inc,2026-07-29T16:08:39Z,"Origami Therapeutics, Inc.",origami-therapeutics-inc,http://origamitherapeutics.com,"San Diego, CA, USA","Origami Therapeutics, Inc. is a biotech company developing novel protein degraders with potential to delay or halt disease progression by eliminating toxic proteins from the body. Our drug discovery platform leverages our proprietary human disease models developed to select the small molecules with the best chance of clinical success. Our first indication is Huntington’s disease, a debilitating, progressive and ultimately fatal disorder caused by a genetic mutation. We have already identified small molecules that reduce the toxic mutated protein, suppress mutant protein-induced toxicities in human disease neurons and get into the brain. We anticipate that this approach will be broadly applicable to traditionally “undruggable” targets in other neurological diseases.",Oral drugs to halt neurodegeneration,4,Healthcare,Healthcare -> Therapeutics,"[""Healthcare"", ""Therapeutics""]","[""Biotech"", ""Therapeutics"", ""Drug discovery""]",Winter 2022,Active,Early,"[""United States of America"", ""America / Canada""]",False,False,False,26122
Y Combinator,25449,https://www.ycombinator.com/companies/alixia,2026-07-29T16:08:39Z,Alixia,alixia,http://www.alixia.com,"San Francisco, CA, USA","Our compounds disrupt the metabolic and
inflammatory triggers in both cancer and quasi-cancerous
cells in the tumor microenvironment. By impacting multiple cell
types, we are enabling effective, lasting cancer treatments.",Targeting the Tumor Ecosystem to address cancer drug resistance.,2,Healthcare,Healthcare -> Therapeutics,"[""Healthcare"", ""Therapeutics""]","[""Biotech"", ""Therapeutics"", ""Drug discovery"", ""Oncology"", ""Biotechnology""]",Winter 2022,Active,Early,"[""United States of America"", ""America / Canada""]",False,False,False,25449
Y Combinator,25399,https://www.ycombinator.com/companies/invert,2026-07-29T16:08:39Z,Invert,invert,http://www.invertbio.com/,"San Francisco, CA, USA; Remote","We build software to manage, analyze, and optimize bioprocessing data. Our initial customers are bio-industrial companies, who produce various products in bioreactors.

",Data analytics software for biomanufacturing.,25,Healthcare,Healthcare -> Industrial Bio,"[""Healthcare"", ""Industrial Bio""]","[""Cellular Agriculture"", ""Machine Learning"", ""Synthetic Biology"", ""Biotech""]",Winter 2022,Active,Growth,"[""United States of America"", ""America / Canada"", ""Remote"", ""Fully Remote""]",True,False,False,25399
Y Combinator,25349,https://www.ycombinator.com/companies/brown-foods,2026-07-29T16:08:39Z,Brown Foods,brown-foods,https://unrealmilk.com/,"Boston, MA, USA","Brown Foods is a Stanford, Rice University and IIT Delhi alumni venture creating UnReal Milk - 'real milk' made using mammalian cell culture, AI enabled. They are the world's 1st company to produce cow-free whole milk in lab (Forbes). Targeting the $700 billion dairy market and $22 billion alternate dairy market with UnReal Milk - which could be converted into butter, cheese, ice-creams etc. and has taste and texture exactly like conventional dairy - unlike any of the plant based milks like oat milk or soy milk. Also, no animal cruelty and 82% lower carbon foot-print!

Using the same technology, they have also created real human milk targeting the $80 billion infant formula market. And who knows if adults also start drinking human milk in future!",Making 'REAL' Cow and Human Milk!,5,Healthcare,Healthcare -> Industrial Bio,"[""Healthcare"", ""Industrial Bio""]","[""Cellular Agriculture"", ""Biotech"", ""Climate"", ""Food Tech""]",Winter 2022,Active,Early,"[""United States of America"", ""America / Canada"", ""Remote"", ""Partly Remote""]",False,False,False,25349
Y Combinator,25321,https://www.ycombinator.com/companies/rosebud-biosciences,2026-07-29T16:08:39Z,Rosebud Biosciences,rosebud-biosciences,https://rosebudbiosciences.com/,"San Francisco, CA, USA; San Carlos, CA, USA","Rosebud Biosciences accelerates drug development by screening drugs against organoids (micro-organs) that have the same gene mutations as the patients. We partner with therapeutics companies to screen their drugs, and we perform our own drug discovery for rare diseases that have no existing treatments. Our organoids are also fetal-like and enable discovery of novel drug targets for pediatric diseases. This technology was validated at Stanford, published in a prestigious journal, and has already led to the discovery of a drug target in a pediatric heart disease that could not have been found using traditional disease models.",Growing micro-organs to find new drugs,3,Healthcare,Healthcare -> Drug Discovery and Delivery,"[""Healthcare"", ""Drug Discovery and Delivery""]","[""AI-powered Drug Discovery"", ""Pediatrics"", ""Biotech""]",Winter 2022,Active,Early,"[""United States of America"", ""America / Canada"", ""Remote"", ""Partly Remote""]",False,False,False,25321
Y Combinator,25151,https://www.ycombinator.com/companies/keylika,2026-07-29T16:08:39Z,Keylika,keylika,https://www.keylika.com,"San Francisco, CA, USA; Walnut Creek, CA, USA","Keylika is an early stage biopharma startup developing metal-based drugs using a platform synthesis technology to treat unmet medical needs. We then administer these drugs using proven delivery technologies to effect the best clinical outcomes. 

Our first product is a small molecule iron drug (new molecular entity) delivered by a wearable skin patch to treat Iron Deficiency Anemia (IDA), with significantly higher safety, efficacy and tolerability over existing treatments. This is poised to be a best-in-class, potentially breakthrough therapy for treating iron deficiency without any GI side-effects (eg. nausea, constipation, diarrhea, etc.) typically associated with oral iron supplements, and without the risks, costs and side-effects associated with IV iron infusions. When approved, Keylika’s proprietary transdermal iron will be the world's first prescription iron patch. Iron deficiency is a hugely understated problem affecting about 1.6 billion people worldwide and more than 30 million in the US alone, translating to a $17B US market.",Redefining the Standard of Care for Iron Deficiency Anemia,1,Healthcare,Healthcare -> Therapeutics,"[""Healthcare"", ""Therapeutics""]","[""AI-powered Drug Discovery"", ""Medical Devices"", ""Drug Delivery"", ""Nanotechnology"", ""Therapeutics""]",Summer 2022,Active,Early,"[""United States of America"", ""America / Canada"", ""Remote"", ""Partly Remote""]",False,False,False,25151
Y Combinator,24795,https://www.ycombinator.com/companies/sfa-therapeutics-inc,2026-07-29T16:08:39Z,SFA Therapeutics,sfa-therapeutics-inc,https://sfatherapeutics.com/,"Philadelphia, PA, USA","SFA Therapeutics is creating therapeutically-tailored oral drugs that regulate the immune system; with a focus on autoimmune diseases and cancers that originate from chronic inflammation. There are over 300 million patients who suffer from autoimmune diseases. Our treatment is designed to block the root cause of many of these chronic inflammatory diseases, with safe oral drugs. We have strong clinical data from a phase 1b clinical trial in psoriasis, and human data in pancreatic cancer, uveitis and NASH. we have a total of 9 drugs in our pipeline and 15 patents.",Regulating the immune system to block cancer & autoimmune diseases,4,Healthcare,Healthcare -> Therapeutics,"[""Healthcare"", ""Therapeutics""]","[""AI-powered Drug Discovery"", ""Anti-Aging"", ""Biotech"", ""Health & Wellness"", ""Biotechnology""]",Summer 2021,Active,Early,"[""United States of America"", ""America / Canada"", ""Remote"", ""Partly Remote""]",False,False,False,24795
Y Combinator,24737,https://www.ycombinator.com/companies/cellchorus,2026-07-29T16:08:39Z,CellChorus,cellchorus,https://cellchorus.com,"Houston, TX, USA","At CellChorus, we apply artificial intelligence to evaluate thousands of microscopy videos in parallel to evaluate how immune cells move, interact and perform over time. This allows our customers to discover, develop, manufacture and deliver cell therapies, antibodies, vaccines and other novel therapies faster, at lower expense, and with higher rates of success.

Our customers include top-25 biopharma companies and seed-stage biotechs that are developing cell therapies, antibody therapeutics and vaccines (including one of the few companies with an approved CAR T cell therapy).

Hear from the team at https://www.youtube.com/watch?v=IE9x_tm0XnI",The dynamic single-cell analysis company,4,Healthcare,Healthcare -> Drug Discovery and Delivery,"[""Healthcare"", ""Drug Discovery and Delivery""]","[""AI-powered Drug Discovery"", ""Machine Learning""]",Summer 2021,Active,Early,"[""United States of America"", ""America / Canada"", ""Remote"", ""Partly Remote""]",False,False,False,24737
Y Combinator,24727,https://www.ycombinator.com/companies/output,2026-07-29T16:08:39Z,Output Biosciences,output,https://www.outputbio.com/,"New York City, NY, USA","Output is a fully integrated AI lab building Artificial General Biological Intelligence, from the molecular level up to whole systems. The discovery of new biology and the design of therapeutic moonshots become routine.",The foundation for the next era of biology,8,Healthcare,Healthcare -> Drug Discovery and Delivery,"[""Healthcare"", ""Drug Discovery and Delivery""]","[""AI-powered Drug Discovery"", ""Generative AI"", ""Biotech"", ""AI""]",Summer 2021,Active,Early,"[""United States of America"", ""America / Canada""]",True,False,False,24727
Y Combinator,24601,https://www.ycombinator.com/companies/humane-genomics,2026-07-29T16:08:39Z,Humane Genomics,humane-genomics,https://humanegenomics.com,"New York City, NY, USA; New York, NY, USA","Humane Genomics has developed a platform to engineer cancer killing viruses. We have taken a first principles approach to design and make oncolytic viral therapies. Using a highly lytic RNA virus engineered with ""2 factor authentication"" (using selective infection and selective replication) they have an on-target to off-target kill ratio > 1000. We are working on our first indication, pediatric liver cancer (hepatoblastoma), with our partners at Texas Children's Hospital, who are world leading experts. We have in vivo (mouse) data showing safety and currently developing efficacy data and are showing 50% reduction in tumor volume. ",A platform to make artificial viruses as cancer therapeutics.,5,Healthcare,Healthcare -> Therapeutics,"[""Healthcare"", ""Therapeutics""]","[""Hard Tech"", ""Synthetic Biology""]",Summer 2021,Active,Early,"[""United States of America"", ""America / Canada""]",False,False,False,24601
Y Combinator,24528,https://www.ycombinator.com/companies/matrubials-inc,2026-07-29T16:08:39Z,Matrubials,matrubials-inc,https://matrubials.com/,"Davis, CA, USA","Matrubials is an anti-infectives company, focused on human milk peptides as therapeutics to address antimicrobial resistance and modern diseases. Currently the global rise in severe bacterial infections and the drying pipeline of effective treatments are burdensome for healthcare and economics. Sculpted by evolution, milk, first food for the newborn, provides an exemplary solution to address the nutritive and protective challenges an infant is faced with. The anti-pathogenic molecules from milk can be developed into therapeutics geared towards all-age diseases. Our first indication is bacterial vaginosis, a bacterial dysbiosis related inflammation that results in recurrent infections, disruption of homeostasis and long-term clinical complications in women of reproductive age, including but not limited to preterm births, fertility issues and increased rates of STDs. Our next inflection point is the evaluation of rapidly acting and selective candidate peptides in pre-clinical host impact and early safety studies, which can aid clinical and portfolio development towards topical applications.",Developing milk-inspired therapeutics for infectious diseases,4,Healthcare,Healthcare -> Drug Discovery and Delivery,"[""Healthcare"", ""Drug Discovery and Delivery""]","[""AI-powered Drug Discovery"", ""Women's Health"", ""Therapeutics""]",Summer 2021,Active,Early,"[""United States of America"", ""America / Canada""]",False,False,False,24528
Y Combinator,24467,https://www.ycombinator.com/companies/harmonic-discovery,2026-07-29T16:08:39Z,Harmonic Discovery,harmonic-discovery,http://harmonicdiscovery.com,"New York City, NY, USA; New York, NY, USA; Remote","We are a drug discovery company developing a new generation of therapeutics that embrace the complexity of disease. Currently available approaches for creating drugs work on the principle of finding one drug-one protein 'magic bullets'. However, diseases such as cancer and autoimmunity are often the result of several dysregulated proteins across many distinct biological pathways. 

We are building a computational-experimental platform to design therapeutics that can target several disease-causing proteins at once. By designing multi-specific drugs, we are able to create therapeutics that are more efficacious and safer than existing medicines. 
",Multi-targeted therapeutics to treat complex diseases,8,Healthcare,Healthcare -> Drug Discovery and Delivery,"[""Healthcare"", ""Drug Discovery and Delivery""]","[""AI-powered Drug Discovery"", ""Biotech"", ""Healthcare"", ""Drug discovery""]",Summer 2021,Active,Early,"[""United States of America"", ""America / Canada"", ""Remote"", ""Fully Remote""]",False,False,False,24467
Y Combinator,24188,https://www.ycombinator.com/companies/pirouette-pharma,2026-07-29T16:08:39Z,Pirouette Pharma,pirouette-pharma,https://www.pirouettepharma.com/,"Boston, MA, USA","At Pirouette, we have developed a low-profile, disk-shaped, rugged injection device with a patient-centric focus on affordability, portability, and usability. The patented device, based on extensive patient input, is designed to make administering an injection as easy as pushing a button. This allows individuals with limited or no training to easily and intuitively perform an injection on themselves or others.",We make injections as easy as pushing a button!,9,Healthcare,Healthcare -> Drug Discovery and Delivery,"[""Healthcare"", ""Drug Discovery and Delivery""]","[""Health Tech"", ""Medical Devices"", ""Biotech"", ""Healthcare""]",Summer 2021,Active,Growth,"[""United States of America"", ""America / Canada"", ""Remote"", ""Partly Remote""]",True,False,False,24188
Y Combinator,24082,https://www.ycombinator.com/companies/bluumbio,2026-07-29T16:08:39Z,BLUUMBIO,bluumbio,http://www.bluumbio.com,"San Francisco, CA, USA; Berkeley, CA, USA","Our mission

-To ensure current and future generations have access to clean soil, water & air.

-To protect and restore earth's beautiful and diverse ecosystems.

-To undo the harm of industrial activity on the planet and ensure future industrial activities are more sustainable.

Our research

-We develop new bio-based solutions that break down and remove toxic chemicals from the environment.  We also develop bioreactor based solutions which remove toxins from industrial production pipelines, ensuring contaminants are never released into the environment.

-To do this, we've partnered with Nature. Specifically, we have harnessed the power of one of Nature's smallest but most powerful technologies: enzymes. Enzymes are everywhere. They break down the food in your stomach, remove dirt from your clothes, and make our beer. At BluumBio, we look for enzymes found in bacteria, algae, plants and other living organisms that naturally degrade toxic chemicals. We then make these enzymes work better in the lab and come up with develop new applications for these technologies.",We make bacteria and plants that clean up pollution.,4,Healthcare,Healthcare -> Industrial Bio,"[""Healthcare"", ""Industrial Bio""]","[""Biotech"", ""Sustainability""]",Summer 2021,Active,Early,"[""United States of America"", ""America / Canada""]",False,False,False,24082
Y Combinator,24081,https://www.ycombinator.com/companies/parallel-bio,2026-07-29T16:08:39Z,Parallel Bio,parallel-bio,http://parallel.bio,"San Francisco, CA, USA","Parallel Bio is pioneering human-first drug discovery by creating the first map of human biology. Using groundbreaking biological and computational tools that track real clinical outcomes, the company generates data that enable earlier, more reliable decisions about disease biology and drug development. 

Parallel Bio’s platform overcomes the core limitations of traditional animal testing, which fails to encapsulate the complexity of human biology. The company is building internal pipelines of novel disease targets and drug candidates in both cancer and autoimmune disease, while collaborating with pharmaceutical companies to evaluate therapies directly in human systems to reduce the cost and risk of clinical trials. 

Based in San Francisco, the company was founded in 2021 by two of the world’s leading experts in replacing animal models with human-first platforms.",Using the immune system to cure disease,20,Healthcare,Healthcare -> Drug Discovery and Delivery,"[""Healthcare"", ""Drug Discovery and Delivery""]","[""AI-powered Drug Discovery"", ""Biotech""]",Summer 2021,Active,Early,"[""United States of America"", ""America / Canada"", ""Remote"", ""Partly Remote""]",True,False,False,24081
Y Combinator,24008,https://www.ycombinator.com/companies/catena-biosciences,2026-07-29T16:08:39Z,Catena Biosciences,catena-biosciences,https://www.catenabiosciences.com/,"San Francisco, CA, USA; Berkeley, CA, USA","Catena’s technology lets us attach any two proteins together using an enzyme and the native amino acids tyrosine and cysteine within target proteins. It is a true platform technology because it enables the joining of any two soluble proteins together with minimal engineering and without restrictions due to protein size or complexity. Our work has already been used to modify cancer specific antibodies, CRISPR proteins and even cell surfaces. Our ability to produce modular protein therapeutics in a fraction of the time allows for true library creation across the therapeutics spectrum from oncology, vaccines, inflammatory disease and beyond.
",Using protein coupling to build new therapies,7,Healthcare,Healthcare -> Therapeutics,"[""Healthcare"", ""Therapeutics""]","[""Biotech"", ""Therapeutics""]",Summer 2021,Active,Early,"[""United States of America"", ""America / Canada"", ""Remote"", ""Partly Remote""]",False,False,False,24008
Y Combinator,23951,https://www.ycombinator.com/companies/mindstate-design-labs,2026-07-29T16:08:39Z,Mindstate Design Labs,mindstate-design-labs,http://mindstate.design,"San Francisco, CA, USA","We're making every therapeutically valuable emotion available on demand in pharmaceutical form.

Our Osmanthus platform is an ensemble of AI models that synthesize the world’s largest datasets of psychoactive pharmacology and phenomenology, quantitatively pinpointing the combination of neurotransmitter receptor activity that underlies various emotional as well as cognitive and perceptual states.

Our lead program MSD-001 is designed to be rapid-acting and produce heightened emotional and cognitive flexibility without hallucinations. MSD-001 is currently in human trials, and will be the base ingredient for multiple drug combination ""emotions in a bottle"" such as empathy, awe, clarity, or beauty.",Clinical-stage AI neuroengineering platform,7,Healthcare,Healthcare -> Drug Discovery and Delivery,"[""Healthcare"", ""Drug Discovery and Delivery""]","[""Machine Learning"", ""Mental Health Tech"", ""Biotech"", ""Therapeutics"", ""AI""]",Summer 2021,Active,Early,"[""United States of America"", ""America / Canada"", ""Remote"", ""Partly Remote""]",False,False,False,23951
Y Combinator,23945,https://www.ycombinator.com/companies/talus-bio,2026-07-29T16:08:39Z,Talus Bio,talus-bio,https://www.talus.bio,"Seattle, WA, USA","We have built a platform that enables drug discovery and development for previously undruggable genome regulators (""the regulome""). We accomplish this by moving drug discovery out of artificial systems where regulome proteins fail to function properly, and back into live human cells. Our technology combines innovations in automated cell processing, next-gen proteomics, and advanced data analytics to measure a drug's effect on the entire regulome in one experiment. ",Discovering drugs that target the DNA regulome,16,Healthcare,Healthcare -> Drug Discovery and Delivery,"[""Healthcare"", ""Drug Discovery and Delivery""]","[""Biotech"", ""Genomics"", ""Drug discovery""]",Summer 2021,Active,Early,"[""United States of America"", ""America / Canada"", ""Remote"", ""Partly Remote""]",False,False,False,23945
Y Combinator,23783,https://www.ycombinator.com/companies/promakhos-therapeutics,2026-07-29T16:08:39Z,Promakhos Therapeutics,promakhos-therapeutics,https://www.promakhos.com/,"Boston, MA, USA","We are building a platform of bacterial molecules to awaken our body’s innate ability to control inflammation and heal. Our first indication is Crohn’s Disease, which affects over 500,000 Americans at an annual cost of $10B. After Crohn's disease, we are going for type 1 Diabetes and Multiple Sclerosis.",A therapeutics platform for curing inflammatory disorders,2,Healthcare,Healthcare -> Therapeutics,"[""Healthcare"", ""Therapeutics""]","[""Therapeutics""]",Summer 2021,Active,Early,"[""United States of America"", ""America / Canada""]",False,False,False,23783
Y Combinator,23263,https://www.ycombinator.com/companies/entelexo-biotherapeutics,2026-07-29T16:08:39Z,Entelexo Biotherapeutics,entelexo-biotherapeutics,https://www.entelexo.com/,"Irvine, CA, USA","Entelexo is creating modern treatments for immune-mediated diseases, such as psoriasis, using novel engineered exosome technology.",Creating a New Class of Drugs to Address Incurable Autoimmune Diseases,3,Healthcare,Healthcare -> Therapeutics,"[""Healthcare"", ""Therapeutics""]","[""Biotech""]",Winter 2021,Active,Early,"[""United States of America"", ""America / Canada""]",False,False,False,23263
Y Combinator,23190,https://www.ycombinator.com/companies/biodock,2026-07-29T16:08:39Z,Biodock,biodock,https://www.biodock.ai,"Astana, Kazakhstan; Austin, TX, USA","Biodock's cloud platform accelerates microscopy analysis, automating months of microscopy analysis and infrastructure to minutes with our end-to-end AI architecture.  Scientists enjoy auto-scaling storage, GPU compute, and 30-50% more accurate analysis.

We're building an amazing experience to translate microscopy images to therapeutic insights for academic and enterprise scientists.",Cloud AI microscopy automation,8,Healthcare,Healthcare -> Therapeutics,"[""Healthcare"", ""Therapeutics""]","[""Artificial Intelligence"", ""Deep Learning"", ""SaaS""]",Winter 2021,Active,Early,"[""Kazakhstan"", ""United States of America"", ""Asia"", ""America / Canada"", ""Remote"", ""Partly Remote""]",True,False,False,23190
Y Combinator,22764,https://www.ycombinator.com/companies/valink-therapeutics,2026-07-29T16:08:39Z,Valink Therapeutics,valink-therapeutics,https://www.valinktx.com/,"Boston, MA, USA","Valink Therapeutics develops next generation antibody-based therapeutics. We identify novel mechanism of action from known targets by incorporating multiple antibody modifications at once, rapidly and scalable generating complex drug candidates (bi-/multispecificity, multivalency and drug-conjugation in a single discovery process). Our research focus is on solid tumours poorly addressed by immunotherapy.",Discovering bispecific antibody drug-conjugates (BsADC) against cancer,15,Healthcare,Healthcare -> Therapeutics,"[""Healthcare"", ""Therapeutics""]","[""Biotech"", ""Therapeutics"", ""Drug discovery""]",Winter 2021,Active,Early,"[""United States of America"", ""America / Canada"", ""Remote"", ""Partly Remote""]",False,False,False,22764
Y Combinator,22618,https://www.ycombinator.com/companies/trestle-biotherapeutics,2026-07-29T16:08:39Z,Trestle Biotherapeutics,trestle-biotherapeutics,http://www.trestlebio.com,"San Diego, CA, USA","We are developing an implantable therapeutic tissue that will be surgically delivered to patients suffering from end stage renal disease.  Upon implantation, this tissue will supplement the patient's renal function, eliminating their dependency on dialysis and improving their disease status. This has the potential to not only get these patients off dialysis - a significant impact for them and their families - but to greatly extend the time required before kidney transplantation is essential.",Bioengineered kidneys for patients with kidney failure,2,Healthcare,Healthcare -> Industrial Bio,"[""Healthcare"", ""Industrial Bio""]","[""Biotech""]",Winter 2021,Active,Early,"[""United States of America"", ""America / Canada""]",False,False,False,22618
Y Combinator,22617,https://www.ycombinator.com/companies/serna-bio,2026-07-29T16:08:39Z,Serna Bio,serna-bio,http://serna.bio,"Ontario, CA, USA; Remote","Serna Bio is developing small molecules to modulate RNA function, unlocking the potential to treat diseases driven by biology intractable by other modalities. 
",Genetic Medicine with Small Molecules ,5,Healthcare,Healthcare -> Therapeutics,"[""Healthcare"", ""Therapeutics""]","[""Biotech"", ""Drug discovery""]",Winter 2021,Active,Early,"[""United States of America"", ""America / Canada"", ""Remote"", ""Fully Remote""]",False,False,False,22617
