lab_name,category_focus,city,state,street_address,contact_name,contact_email,phone_number,website_url,source_registry
SK PHARMTECO,Contract Research (Pre-Clinical),France - Corbeil-Essonnes,VIRAL VECTORS,,,,,https://www.skpharmteco.com/,BioPharmGuy
ONCODESIGN SERVICES,Contract Research (Pre-Clinical),France - Dijon,PRECLINICAL SERVICES,,,,,https://www.oncodesign-services.com/,BioPharmGuy
PHYSIOGENEX,Contract Research (Pre-Clinical),France - Escalquens,PRECLINICAL CRO & CONSULTING,,,,,https://www.physiogenex.com/,BioPharmGuy
IDD-XPERT,Contract Research (Pre-Clinical),France - Evreux,API FORMULATION,,,,,http://www.idd-xpert.com/,BioPharmGuy
GENOSAFE,Contract Research (Pre-Clinical),France - Evry,"PRECLINICAL, REGULATORY, CLINICAL TRIAL SERVICES",,,,,https://genosafe.com/,BioPharmGuy
TEXCELL,Contract Research (Pre-Clinical),France - Evry,CONTRACT RESEARCH,,,,,https://texcell.com/,BioPharmGuy
NEURO-SYS,Contract Research (Pre-Clinical),France - Gardanne,NEURODEGENERATIVE PRECLINICAL MODELLING SERVICES,,,,,https://www.neuro-sys.com/,BioPharmGuy
MABQI,Contract Research (Pre-Clinical),France - Grabels,ANTIBODY DISCOVERY,,,,,https://mabqi.com/,BioPharmGuy
FIRALIS MOLECULAR PRECISION,Contract Research (Pre-Clinical),France - Huningue,"BIOBANKING, SEQUENCING, MASS SPEC, OMICS, ASSAY DEVELOPMENT",,,,,https://firalismolecularprecision.com/,BioPharmGuy
NEUROFIT,Contract Research (Pre-Clinical),France - Illkirch,PRECLINICAL RESEARCH,,,,,http://www.neurofit.com/,BioPharmGuy
RECIPHARM,Contract Research (Pre-Clinical),France - Kayserberg,CONTRACT DEVELOPMENT AND MANUFACTURING PARTNER TO THE PHARMACEUTICAL AND BIOPHARMACEUTICAL INDUSTRIES.,,,,,https://www.recipharm.com/,BioPharmGuy
IRIS PHARMA,Contract Research (Pre-Clinical),France - La Gaude,CONTRACT RESEARCH - OPHTHALMOLOGY,,,,,https://www.iris-pharma.com/,BioPharmGuy
ENTEROSYS,Contract Research (Pre-Clinical),France - Labege,CRO FOR PRECLINICAL TESTING,,,,,https://www.enterosys.com/,BioPharmGuy
PORSOLT,Contract Research (Pre-Clinical),France - Le Genest-Saint-Isle,CONTRACT RESEARCH,,,,,https://www.porsolt.com/,BioPharmGuy
NEXTPHARMA,Contract Research (Pre-Clinical),France - Limay,CONTRACT RESEARCH & DEVELOPMENT,,,,,https://nextpharma.com/,BioPharmGuy
ALIRI,Contract Research (Pre-Clinical),France - Loos,CONTRACT MASS SPEC,,,,,https://aliribio.com/,BioPharmGuy
ALTRABIO,Contract Research (Pre-Clinical),France - Lyon,DATA ANALYSIS,,,,,https://www.altrabio.com/,BioPharmGuy
MEDDENOVO DRUG DESIGN,Contract Research (Pre-Clinical),France - Lyon,CYCLIC PEPTIDE SERVICES,,,,,https://meddenovo.com/,BioPharmGuy
ADRAGOS PHARMA,Contract Research (Pre-Clinical),France - Maisons-Alfort,"GLOBAL CDMO FOR STERILE INJECTABLES: PFS, VIALS, AMPOULES, IV BAGS, BFS. CLINICAL TO COMMERCIAL.",,,,,https://adragos-pharma.com/,BioPharmGuy
PROVEPHARM LIFE SOLUTIONS,Contract Research (Pre-Clinical),France - Marseille,"CONTRACT WORK, SMALL MOLECULES AND BIOLOGICS",,,,,https://www.provepharm.com/,BioPharmGuy
CILCARE,Contract Research (Pre-Clinical),France - Monpellier,CONTRACT DRUG DEVELOPMENT IN OTIC AND HEARING DISORDERS,,,,,https://www.cilcare.com/,BioPharmGuy
CLEANCELLS,Contract Research (Pre-Clinical),France - Montaigu-Vendée,"SERVICES, CONTRACT RESEARCH",,,,,https://clean-cells.com/,BioPharmGuy
RECIPHARM,Contract Research (Pre-Clinical),France - Monts,CONTRACT DEVELOPMENT AND MANUFACTURING PARTNER TO THE PHARMACEUTICAL AND BIOPHARMACEUTICAL INDUSTRIES.,,,,,https://www.recipharm.com/,BioPharmGuy
CHERRY BIOTECH,Contract Research (Pre-Clinical),France - Paris,ORGANOID CULTURE,,,,,https://www.cherrybiotech.com/,BioPharmGuy
MITOLOGICS,Contract Research (Pre-Clinical),France - Paris,CRO MITOCHONDRIAL EFFECTS OF CHEMICALS OR BIOLOGY,,,,,https://www.mitologics.com/,BioPharmGuy
WHITELAB GENOMICS,Contract Research (Pre-Clinical),France - Paris,CELL & GENE THERAPY SERVICES,,,,,https://whitelabgx.com/,BioPharmGuy
MITOLOGICS,Contract Research (Pre-Clinical),France - Romainville,CRO MITOCHONDRIAL EFFECTS OF CHEMICALS OR BIOLOGY,,,,,https://www.mitologics.com/,BioPharmGuy
SYCOMIA,Contract Research (Pre-Clinical),France - Rosenau,BIOINFORMATICS SERVICES,,,,,https://sycomia.com/,BioPharmGuy
SB-PEPTIDE,Contract Research (Pre-Clinical),France - Saint Egrève,CUSTOM PEPTIDE SYNTHESIS,,,,,https://www.sb-peptide.com/,BioPharmGuy
ATLANCHIM PHARMA,Contract Research (Pre-Clinical),France - Saint Herblain,SYNTHETIC CHEMISTRY,,,,,https://www.atlanchimpharma.com/en/home/,BioPharmGuy
ATLANTIC BONE SCREEN,Contract Research (Pre-Clinical),France - Saint Herblain,PRECLINICAL EVALUATION SERVICES IN THE FIELD OF BONE AND JOINT DISEASES,,,,,https://www.atlantic-bone-screen.com/,BioPharmGuy
CHELATEC,Contract Research (Pre-Clinical),France - Saint-Herblain,PRECLINICAL CRO WITH AN EXPERTISE IN RADIOPHARMACEUTICAL THERAPY,,,,,https://www.chelatec.com/,BioPharmGuy
GALENIX,Contract Research (Pre-Clinical),France - Saint-Jean-D'Illac,SMALL MOLECULES,,,,,https://www.galenix.fr/,BioPharmGuy
PROTEOGENIX,Contract Research (Pre-Clinical),France - Schiltigheim,"CUSTOM PEPTIDE SYNTHESIS, POLYCLONAL AND MONOCLONAL ANTIBODY PRODUCTION, RECOMBINANT PROTEIN PRODUCTION, AND CUSTOM GENE SYNTHESIS",,,,,https://www.proteogenix.science/,BioPharmGuy
TRIRX PHARMACEUTICAL SERVICES,Contract Research (Pre-Clinical),France - Segré-En-Anjou-Bleu,"R&D, MANUFACTURING, PACKAGING AND WAREHOUSING OF NON-STERILE LIQUIDS AND SEMI-SOLIDS",,,,,https://www.trirx.com/,BioPharmGuy
POLYPEPTIDE GROUP,Contract Research (Pre-Clinical),France - Strasbourg,POLYPEPTIDE MANUFACTURING,,,,,https://www.polypeptide.com/,BioPharmGuy
CELL-EASY,Contract Research (Pre-Clinical),France - Toulouse,CDMO CELL THERAPY SERVICES,,,,,https://www.cell-easy.com/,BioPharmGuy
ETAP-LAB,Contract Research (Pre-Clinical),France - Vandoeuvre-Lès-Nancy,PRECLINICAL CRO,,,,,https://www.etap-lab.com/,BioPharmGuy
ONCODESIGN SERVICES,Contract Research (Pre-Clinical),France - Villebon-Sur-Yvette,PRECLINICAL SERVICES,,,,,https://www.oncodesign-services.com/,BioPharmGuy
DRUGABILIS,Contract Research (Pre-Clinical),France - Villejust,DRUGGABILITY SERVICES,,,,,https://drugabilis.com/,BioPharmGuy
RUBHU BIOLOGICS,Contract Research (Pre-Clinical),Ga - Athens,CELL THERAPY SERVICES,,,,,https://rubhubiologics.com/,BioPharmGuy
RADYUS RESEARCH,Contract Research (Pre-Clinical),Ga - Atlanta,CONTRACT RESEARCH,,,,,https://radyusresearch.com/,BioPharmGuy
AALTO SCIENTIFIC,Contract Research (Pre-Clinical),Ga - Eatonton,"CONTRACT REAGENTS, PROTEINS",,,,,https://www.aaltoscientific.com/,BioPharmGuy
BEND BIOSCIENCE,Contract Research (Pre-Clinical),Ga - Gainesville,"CDMO, SOLID ORAL DOSAGE, CONTROLLED SUBSTANCES",,,,,https://bendbioscience.com/,BioPharmGuy
REVVITY,Contract Research (Pre-Clinical),Ga - Kennesaw,"DIAGNOSTICS, SERVICES",,,,,https://www.revvity.com/,BioPharmGuy
AMD BIOTECH,Contract Research (Pre-Clinical),Ga - Tucker,LONG READ SEQUENCING SOLUTIONS,,,,,https://www.amdbiotech.com/,BioPharmGuy
AIX SCIENTIFICS,Contract Research (Pre-Clinical),Germany - Aachen,CONTRACT RESEARCH,,,,,https://www.aix-scientifics.com/,BioPharmGuy
SESAM-BIOTECH,Contract Research (Pre-Clinical),Germany - Aachen,PROTEIN ENGINEERING,,,,,https://www.sesam-biotech.com/,BioPharmGuy
POLYQUANT,Contract Research (Pre-Clinical),Germany - Bad Abbach,"PROTEOMICS SERVICES, PRODUCTS",,,,,https://www.polyquant.de/,BioPharmGuy
AIGNOSTICS,Contract Research (Pre-Clinical),Germany - Berlin,"BIOMARKER DISCOVERY, TRANSLATIONAL RESEARCH, DIGITAL DIAGNOSTICS",,,,,https://www.aignostics.com/,BioPharmGuy
ALPHALYTIK PHARMASERVICE,Contract Research (Pre-Clinical),Germany - Berlin,ANALYTICAL TESTING,,,,,https://alphalytik.com/de,BioPharmGuy
AZ BIOPHARM,Contract Research (Pre-Clinical),Germany - Berlin,CONTRACT ANALYTICAL WORK,,,,,https://www.az-biopharm.de/en/,BioPharmGuy
PROBIOGEN,Contract Research (Pre-Clinical),Germany - Berlin,"THERAPEUTIC PROTEINS, VIRAL VACCINES, CONTRACT DEVELOPMENT AND MANUFACTURING, IMMUNOGENICITY TESTING",,,,,https://www.probiogen.de/,BioPharmGuy
SURFLAY NANOTEC,Contract Research (Pre-Clinical),Germany - Berlin,"PROTEIN INTERACTION MONITORING, CONTRACT RESEARCH",,,,,https://www.surflay.com/en,BioPharmGuy
TGC BIOMICS,Contract Research (Pre-Clinical),Germany - Bingen,"TOXINS, ELISA KITS, ANTIGENS, MOLECULAR BIOLOGY, CELL CULTURE SERVICES",,,,,https://en.tgcbiomics.de/,BioPharmGuy
YUMAB,Contract Research (Pre-Clinical),Germany - Braunschweig,ANTIBODY GENERATION,,,,,https://www.yumab.com/,BioPharmGuy
PRECLINICS,Contract Research (Pre-Clinical),Germany - Bruchhausen-Vilsen,CONTRACT RESEARCH,,,,,https://www.preclinics.com/,BioPharmGuy
ALLUCENT,Contract Research (Pre-Clinical),Germany - Cologne,CLINICAL RESEARCH SOLUTIONS PARTNERING WITH SMALL & MID-SIZED BIOTECHS TO DELIVER NOVEL THERAPIES TO PATIENTS WITH UNMET NEEDS.,,,,,https://www.allucent.com/,BioPharmGuy
CHARLES RIVER LABORATORIES,Contract Research (Pre-Clinical),Germany - Cologne,RESEARCH ANIMAL MODELS AND PRECLINICAL RESEARCH,,,,,https://www.criver.com/,BioPharmGuy
LONZA,Contract Research (Pre-Clinical),Germany - Cologne,"CONTRACT MANUFACTURING, DEVELOPMENT; LAB SYSTEMS, RESEARCH PRODUCTS",,,,,https://www.lonza.com/,BioPharmGuy
VIVACELL BIOTECHNOLOGY,Contract Research (Pre-Clinical),Germany - Denzlingen,IN VITRO AND EX VIVO RESEARCH SERVICES,,,,,https://www.vivacell.de/,BioPharmGuy
ONCOTEC PHARMA PRODUKTION,Contract Research (Pre-Clinical),Germany - Dessau-Roßlau,ASEPTICALLY PRODUCED CYTOSTATICS,,,,,https://www.oncotecpharma.de/en/home,BioPharmGuy
CHIMERA BIOTEC,Contract Research (Pre-Clinical),Germany - Dortmund,"LARGE MOLECULE BIOANALYTICAL SERVICES USING MSD, ELISA, SIMO, AND IMPERACER PLATFORMS",,,,,https://www.chimera-biotec.com/,BioPharmGuy
PROTAGENE,Contract Research (Pre-Clinical),Germany - Dortmund,"ADVANCED, INTEGRATED, AND COMPLETE ANALYTICAL SOLUTIONS AND EXPERT CONSULTATION.",,,,,https://www.protagene.com/,BioPharmGuy
TAROS CHEMICALS,Contract Research (Pre-Clinical),Germany - Dortmund,CRO FOR SMALL MOLECULE DRUG-DISCOVERY AND PERFORMANCE CHEMICALS R&D CHALLENGES IN GERMANY AND INDIA,,,,,https://www.tarosdiscovery.com/,BioPharmGuy
ABX-CRO,Contract Research (Pre-Clinical),Germany - Dresden,CONTRACT PHARMACEUTICAL RESEARCH,,,,,https://www2.abx-cro.com/,BioPharmGuy
MOLGENIUM,Contract Research (Pre-Clinical),Germany - Düsseldorf,"GMP, CMC, REGULATORY AFFAIRS, PHARMACOVIGILANCE, AND PRECLINICAL & CLINICAL STUDIES",,,,,https://www.molgenium.com/,BioPharmGuy
Q-BIOS,Contract Research (Pre-Clinical),Germany - Edingen-Neckarhausen,"PCR REAGENTS, SERVICES",,,,,https://q-bios.com/,BioPharmGuy
CHARLES RIVER LABORATORIES,Contract Research (Pre-Clinical),Germany - Erkrath,RESEARCH ANIMAL MODELS AND PRECLINICAL RESEARCH,,,,,https://www.criver.com/,BioPharmGuy
PRECLINICS,Contract Research (Pre-Clinical),Germany - Eystrup,CONTRACT RESEARCH,,,,,https://www.preclinics.com/,BioPharmGuy
ACROBIOSYSTEMS,Contract Research (Pre-Clinical),Germany - Frankfurt,"PROTEINS, ANTIBODIES, KITS, GMP-GRADE REAGENTS, AND CUSTOM SERVICES",,,,,https://acrobiosystems.com.cn/,BioPharmGuy
BIOSPRING,Contract Research (Pre-Clinical),Germany - Frankfurt,MANUFACTURING & ANALYTICAL SERVICES,,,,,https://www.biospring.net/,BioPharmGuy
4HF BIOTEC,Contract Research (Pre-Clinical),Germany - Freiburg,ANTI-CANCER TREATMENTS,,,,,https://www.4hfbiotec.com/,BioPharmGuy
ELEVA,Contract Research (Pre-Clinical),Germany - Freiburg,MOSS-DERIVED DRUG DISCOVERY PLATFORM,,,,,https://elevabiologics.com/,BioPharmGuy
NEXTPHARMA,Contract Research (Pre-Clinical),Germany - Goettingen,CONTRACT RESEARCH & DEVELOPMENT,,,,,https://nextpharma.com/,BioPharmGuy
CRELUX,Contract Research (Pre-Clinical),Germany - Gräfelfing,DRUG DISCOVERY SERVICES,,,,,https://www.crelux.com/,BioPharmGuy
TEXCELL,Contract Research (Pre-Clinical),Germany - Gronau,CONTRACT RESEARCH,,,,,https://texcell.com/,BioPharmGuy
PCI PHARMA SERVICES,Contract Research (Pre-Clinical),Germany - Großbeeren,"CONTRACT MANUFACTURING, SERVICES",,,,,https://pci.com/,BioPharmGuy
TRIGA-S,Contract Research (Pre-Clinical),Germany - Habach,DIAGNOSTICS SERVICES,,,,,https://www.triga-s.de/en/,BioPharmGuy
BIOAGILYTIX,Contract Research (Pre-Clinical),Germany - Hamburg,"BIOANALYTICAL SERVICES, IMMUNOASSAYS, CELL-BASED ASSAYS",,,,,https://www.bioagilytix.com/,BioPharmGuy
EVOTEC,Contract Research (Pre-Clinical),Germany - Hamburg,CONTRACT DRUG DISCOVERY & DEVELOPMENT OFFERING INTEGRATED SOLUTIONS FROM TARGET ID THROUGH TO CLINIC,,,,,https://www.evotec.com/,BioPharmGuy
RICHTER BIOLOGICS,Contract Research (Pre-Clinical),Germany - Hamburg,BIOLOGICS DEVELOPMENT & MANUFACTURING,,,,,https://www.richterbiologics.eu/,BioPharmGuy
TIEFENBACHER,Contract Research (Pre-Clinical),Germany - Hamburg,CONTRACT SMALL MOLECULES & DEVICES,,,,,https://tiefenbachergroup.com/,BioPharmGuy
PXBIOVISION,Contract Research (Pre-Clinical),Germany - Hannover,BIOANALYTICAL CONTRACT RESEARCH ORGANIZATION (CRO) DEDICATED TO PEPTIDE BIOMARKER DEVELOPMENT,,,,,https://www.pxbiovision.com/,BioPharmGuy
CELONIC,Contract Research (Pre-Clinical),Germany - Heidelberg,BIOLOGICS CONTRACT WORK,,,,,https://www.celonic.com/,BioPharmGuy
PROTAGENE,Contract Research (Pre-Clinical),Germany - Heidelberg,"ADVANCED, INTEGRATED, AND COMPLETE ANALYTICAL SOLUTIONS AND EXPERT CONSULTATION.",,,,,https://www.protagene.com/,BioPharmGuy
VERAXA BIOTECH,Contract Research (Pre-Clinical),Germany - Heidelberg,MICROFLUIDICS-BASED TECHNOLOGIES FOR FUNCTIONAL SCREENING OF ANTIBODIES,,,,,https://www.veraxa.com/,BioPharmGuy
ZENTRIFORCE PHARMA,Contract Research (Pre-Clinical),Germany - Heidelberg,ANALYTICAL SERVICES,,,,,https://zentriforce.com/,BioPharmGuy
PROTAGENE,Contract Research (Pre-Clinical),Germany - Heilbronn,"ADVANCED, INTEGRATED, AND COMPLETE ANALYTICAL SOLUTIONS AND EXPERT CONSULTATION.",,,,,https://www.protagene.com/,BioPharmGuy
INVIVO BIOTECH SERVICES,Contract Research (Pre-Clinical),Germany - Hennigsdorf,"CONTRACT MANUFACTURING ORGANIZATION FOR ANTIBODIES, RECOMBINANT PROTEINS AND FINAL IMMUNOASSAY KITS",,,,,https://www.invivo.de/,BioPharmGuy
UGA BIOPHARMA,Contract Research (Pre-Clinical),Germany - Hennigsdorf,"CELL PRODUCT, CELL DEVELOPMENT, PROCESS DEVELOPMENT, ANALYTICAL",,,,,https://ugabiopharma.com/,BioPharmGuy
IMMUNEGLOBE,Contract Research (Pre-Clinical),Germany - Himmelstadt,ANTIBODIES AND RELATED SERVICES,,,,,https://www.immunoglobe.com/,BioPharmGuy
EXPLICAT PHARMA,Contract Research (Pre-Clinical),Germany - Hohenbrunn,CONTRACT RESEARCH & CONSULTING,,,,,https://explicat.biz/,BioPharmGuy
ALVA GENOMICS,Contract Research (Pre-Clinical),Germany - Jena,"CELLULAR, SEQUENCING DATA ANALYSIS",,,,,https://alva-genomics.com/,BioPharmGuy
SPECTRAL SERVICE,Contract Research (Pre-Clinical),Germany - Köln,SPECTROSCOPY LAB,,,,,https://www.spectralservice.de/en/?lang=en,BioPharmGuy
JIUZHOU PHARMA,Contract Research (Pre-Clinical),Germany - Konstanz,FULLY INTEGRATED SOLUTIONS IN SMALL MOLECULE AND PEPTIDE API DRUG DEVELOPMENT & PRODUCTION FROM CLINICAL STAGE TO COMMERCIALIZATION,,,,,https://en.jiuzhoupharma.com/,BioPharmGuy
TRENZYME,Contract Research (Pre-Clinical),Germany - Konstanz,HIGHLY CUSTOMIZED SERVICES IN CELL LINE DEVELOPMENT AND RECOMBINANT PROTEIN PRODUCTION,,,,,https://trenzyme.com/,BioPharmGuy
AXOLABS,Contract Research (Pre-Clinical),Germany - Kulmbach,CONTRACT OLIGONUCLEOTIDE WORK,,,,,https://www.axolabs.com/,BioPharmGuy
ARTES BIOTECHNOLOGY,Contract Research (Pre-Clinical),Germany - Langenfeld,"CELL LINE DEVELOPMENT, PROCESS DEV, PROTEIN PRODUCTION TECH",,,,,https://artes-biotechnology.biz/,BioPharmGuy
TACONIC BIOSCIENCES,Contract Research (Pre-Clinical),Germany - Leverkusen,GENETICALLY ENGINEERED RODENT MODELS AND SERVICES. SPECIALISTS IN MOUSE MODEL HUMANIZATION AND GEMS MANAGEMENT.,,,,,https://www.taconic.com/,BioPharmGuy
GLYXERA,Contract Research (Pre-Clinical),Germany - Magdeburg,GLYCAN ANALYSIS,,,,,https://www.glyxera.com/,BioPharmGuy
MAINTECT,Contract Research (Pre-Clinical),Germany - Mainz,CONTRACT RESEARCH OPTIONS FOR THE DEVELOPMENT OF RAPID LATERAL FLOW TESTS FOR POINT-OF-CARE DIAGNOSTICS,,,,,https://maintect.com/,BioPharmGuy
RECIPHARM,Contract Research (Pre-Clinical),Germany - Mannheim,CONTRACT DEVELOPMENT AND MANUFACTURING PARTNER TO THE PHARMACEUTICAL AND BIOPHARMACEUTICAL INDUSTRIES.,,,,,https://www.recipharm.com/,BioPharmGuy
PROJECT PHARMACEUTICS,Contract Research (Pre-Clinical),Germany - Martinsried,PROTEIN FORMULATION & PROCESS DEVELOPMENT,,,,,https://project-pharmaceutics.com/,BioPharmGuy
CUBE BIOTECH,Contract Research (Pre-Clinical),Germany - Monheim,MEMBRANE PROTEIN STABILIZATION,,,,,https://cube-biotech.com/,BioPharmGuy
AURIGON LIFE SCIENCE,Contract Research (Pre-Clinical),Germany - MüNchen,"TOXICOLOGY, PHARMACOLOGY, TESTING",,,,,https://aurigon.com/,BioPharmGuy
ADRAGOS PHARMA,Contract Research (Pre-Clinical),Germany - Munich,"GLOBAL CDMO FOR STERILE INJECTABLES: PFS, VIALS, AMPOULES, IV BAGS, BFS. CLINICAL TO COMMERCIAL.",,,,,https://adragos-pharma.com/,BioPharmGuy
NANOANALYTICS,Contract Research (Pre-Clinical),Germany - Münster,ANALYTICAL SERVICES,,,,,https://www.nanoanalytics.com/en/start.html,BioPharmGuy
VECTORBUILDER,Contract Research (Pre-Clinical),Germany - Neu-Isenburg,RECOMBINANT VECTORS & VIRUSES,,,,,https://en.vectorbuilder.com/,BioPharmGuy
NUVISAN,Contract Research (Pre-Clinical),Germany - Neu-Ulm,"DRUG DISCOVERY, PRECLINICAL, CLINICAL DEVELOPMENT,  MANUFACTURING SERVICES",,,,,https://www.nuvisan.com/,BioPharmGuy
NUVISAN PHARMA SERVICES,Contract Research (Pre-Clinical),Germany - Neu-Ulm,CONTRACT RESEARCH & DEVELOPMENT,,,,,https://www.nuvisan.com/home,BioPharmGuy
NAMSA,Contract Research (Pre-Clinical),Germany - Obernburg Am Main,MEDICAL RESEARCH ORGANIZATION - MEDICAL DEVICES,,,,,https://namsa.com/,BioPharmGuy
BICOLL,Contract Research (Pre-Clinical),Germany - Planegg,"PLANT-BASED DRUG DISCOVERY, SYNTHESIS",,,,,https://bicoll-group.com/,BioPharmGuy
INTANA BIOSCIENCE,Contract Research (Pre-Clinical),Germany - Planegg,"ASSAY DEVELOPMENT, SCREENING AND TARGET/HIT VALIDATION USING FLUORESCENCE CROSS-CORRELATION SPECTROSCOPY",,,,,https://intana.de/,BioPharmGuy
OMICSDISCOVERIES,Contract Research (Pre-Clinical),Germany - Planegg,RNA ANALYSIS,,,,,https://www.omicsdiscoveries.com/,BioPharmGuy
CORDENPHARMA,Contract Research (Pre-Clinical),Germany - Plankstadt,CONTRACT SMALL MOLECULES,,,,,https://cordenpharma.com/,BioPharmGuy
MAB DISCOVERY,Contract Research (Pre-Clinical),Germany - Polling,MONOCLONAL ANTIBODY DISCOVERY,,,,,https://www.mabdiscovery.com/,BioPharmGuy
NEW/ERA/MABS,Contract Research (Pre-Clinical),Germany - Potsdam,NEXT-GEN ANTIBODY DISCOVERY,,,,,https://neweramabs.com/,BioPharmGuy
PRECLINICS,Contract Research (Pre-Clinical),Germany - Potsdam,CONTRACT RESEARCH,,,,,https://www.preclinics.com/,BioPharmGuy
METASYSX,Contract Research (Pre-Clinical),Germany - Potsdam-Golm,METABOLICS SERVICE PLATFORMS,,,,,https://metasysx.com/,BioPharmGuy
2BIND,Contract Research (Pre-Clinical),Germany - Regensburg,BIOPHYSICAL ANALYSIS CONTRACT RESEARCH,,,,,https://2bind.com/,BioPharmGuy
NMI TT PHARMASERVICES,Contract Research (Pre-Clinical),Germany - Reutlingen,"PRECLINICAL CONTRACT RESEARCH SERVICES, SPECIALTY: MULTIPLEX PROTEIN PROFILING SERVICES",,,,,https://nmi-tt.de/,BioPharmGuy
SIGNATOPE,Contract Research (Pre-Clinical),Germany - Reutlingen,IMMUNOASSAYS,,,,,https://www.signatope.com/wordpress/,BioPharmGuy
NEUROPROOF,Contract Research (Pre-Clinical),Germany - Rostock,NEUROSCIENCE CRO,,,,,https://neuroproof.com/,BioPharmGuy
HWI PHARMA SERVICES,Contract Research (Pre-Clinical),Germany - Rülzheim,"ANALYTICAL METHODS, BATCH RELEASE, FORMULATION, QUALITY",,,,,https://www.hwi-group.de/en/home,BioPharmGuy
CATALENT,Contract Research (Pre-Clinical),Germany - Schorndorf,DOSAGE FORM DEVELOPMENT,,,,,https://www.catalent.com/,BioPharmGuy
PHARMAPACK STADE,Contract Research (Pre-Clinical),Germany - Stade,BLISTER PACKAGING,,,,,https://www.pharmapack.de/,BioPharmGuy
CHARLES RIVER LABORATORIES,Contract Research (Pre-Clinical),Germany - Sulzfeld,RESEARCH ANIMAL MODELS AND PRECLINICAL RESEARCH,,,,,https://www.criver.com/,BioPharmGuy
RECIPHARM,Contract Research (Pre-Clinical),Germany - Wasserburg,CONTRACT DEVELOPMENT AND MANUFACTURING PARTNER TO THE PHARMACEUTICAL AND BIOPHARMACEUTICAL INDUSTRIES.,,,,,https://www.recipharm.com/,BioPharmGuy
CAMBREX,Contract Research (Pre-Clinical),Germany - Wiesbaden,"SMALL MOLECULES RESEARCH, DEVELOPMENT & MANUFACTURING SERVICES",,,,,https://www.cambrex.com/,BioPharmGuy
RECIPHARM,Contract Research (Pre-Clinical),Germany - Zwickau,CONTRACT DEVELOPMENT AND MANUFACTURING PARTNER TO THE PHARMACEUTICAL AND BIOPHARMACEUTICAL INDUSTRIES.,,,,,https://www.recipharm.com/,BioPharmGuy
BIOEMTECH,Contract Research (Pre-Clinical),Greece - Athens,"PRECLINICAL SERVICES, SCANNERS, SOFTWARE",,,,,https://bioemtech.com/,BioPharmGuy
RAFARM,Contract Research (Pre-Clinical),Greece - Athens,OPHTHALMICS CDMO,,,,,https://www.rafarmgroup.com/,BioPharmGuy
GENEPHARM,Contract Research (Pre-Clinical),Greece - Pallini,PHARMACEUTICAL CONTRACT MANUFACTURING,,,,,https://www.genepharm.com/index.php/en/,BioPharmGuy
PROTHYA BIOSOLUTIONS,Contract Research (Pre-Clinical),Hungary - Budapest,SERVICES AND PLASMA-DERIVED MEDICINAL PRODUCTS,,,,,https://prothya.com/,BioPharmGuy
TURBINE,Contract Research (Pre-Clinical),Hungary - Budapest,SIMULATED CELL TECHNOLOGY FOR PHARMA R&D,,,,,https://turbine.ai/,BioPharmGuy
AURIGON LIFE SCIENCE,Contract Research (Pre-Clinical),Hungary - Dunakeszi,"TOXICOLOGY, PHARMACOLOGY, TESTING",,,,,https://aurigon.com/,BioPharmGuy
TARGETEX BIOSCIENCES,Contract Research (Pre-Clinical),Hungary - Dunakeszi,PROTEIN ENGINEERING AND EXPRESSING GENE SEQUENCES,,,,,https://www.targetex.com/,BioPharmGuy
BIOTALENTUM,Contract Research (Pre-Clinical),Hungary - Gödöllő,STEM CELL RESEARCH & SERVICES,,,,,https://biotalentum.eu/,BioPharmGuy
CAMBREX,Contract Research (Pre-Clinical),Ia - Charles City,"SMALL MOLECULES RESEARCH, DEVELOPMENT & MANUFACTURING SERVICES",,,,,https://www.cambrex.com/,BioPharmGuy
CONTINENTAL MANUFACTURING CHEMIST,Contract Research (Pre-Clinical),Ia - Madrid,"CONTRACT BLENDING, FILLING AND PACKAGING",,,,,https://www.continentalmfgchemist.com/,BioPharmGuy
JMI LABS,Contract Research (Pre-Clinical),Ia - North Liberty,ANTIMICROBIAL THERAPY WORK,,,,,https://www.jmilabs.com/,BioPharmGuy
BOSTON BIOPROCESS,Contract Research (Pre-Clinical),"Il - Champaign,",FERMENTATION & DOWNSTREAM DEVELOPMENT AND OPTIMIZATION,,,,,https://bostonbioprocess.com/,BioPharmGuy
CELLTRANS,Contract Research (Pre-Clinical),Il - Chicago,CELL THERAPY CONTRACT RESEARCH,,,,,https://www.celltransinc.com/,BioPharmGuy
DENOVX,Contract Research (Pre-Clinical),Il - Chicago,CRYSTALLIZATION,,,,,https://denovx.com/,BioPharmGuy
PEAPOD BIO,Contract Research (Pre-Clinical),Il - Chicago,"ASSAY DEVELOPMENT, HTS, AND HIT-TO-LEAD, SMALL MOLECULES AND PEPTIDES, PROPRIETARY MS TECHNOLOGY",,,,,https://peapodbio.com/,BioPharmGuy
VECTORBUILDER,Contract Research (Pre-Clinical),Il - Chicago,RECOMBINANT VECTORS & VIRUSES,,,,,https://en.vectorbuilder.com/,BioPharmGuy
METZ RESEARCH,Contract Research (Pre-Clinical),Il - Gurnee,MOLECULAR MODELING AND COMPUTATIONAL CHEMISTRY,,,,,https://metzresearch.com/,BioPharmGuy
CMIC,Contract Research (Pre-Clinical),Il - Hoffman Estates,BIOANALYTICAL CONTRACT RESEARCH,,,,,https://en.cmicgroup.com/,BioPharmGuy
